date,open,high,low,close,volume
2021-07-01 09:15:00+05:30,15755.05,15755.05,15738,15745.75,0
2021-07-01 09:16:00+05:30,15745.95,15747.85,15729.6,15741.45,0
2021-07-01 09:17:00+05:30,15741.15,15746.2,15728.85,15728.85,0
2021-07-01 09:18:00+05:30,15727.8,15727.8,15715.25,15722.15,0
2021-07-01 09:19:00+05:30,15723.25,15727.6,15719.15,15725,0
2021-07-01 09:20:00+05:30,15724.2,15725.55,15711.9,15717,0
2021-07-01 09:21:00+05:30,15717.2,15725.45,15717.2,15723.95,0
2021-07-01 09:22:00+05:30,15725.1,15729.05,15718.25,15729.05,0
2021-07-01 09:23:00+05:30,15728.3,15737.95,15728.3,15734,0
2021-07-01 09:24:00+05:30,15733.45,15733.75,15725.6,15730.65,0
2021-07-01 09:25:00+05:30,15728.85,15729.75,15722.65,15728.1,0
2021-07-01 09:26:00+05:30,15727.2,15729.5,15726.55,15728.8,0
2021-07-01 09:27:00+05:30,15728.85,15729.35,15717.2,15721.9,0
2021-07-01 09:28:00+05:30,15721.8,15727.4,15719.65,15726.65,0
2021-07-01 09:29:00+05:30,15725.55,15726,15714.75,15717.55,0
2021-07-01 09:30:00+05:30,15716.8,15720.65,15711.1,15714.3,0
2021-07-01 09:31:00+05:30,15714.75,15718.4,15710.15,15716.4,0
2021-07-01 09:32:00+05:30,15716.6,15719.7,15714.7,15716.15,0
2021-07-01 09:33:00+05:30,15716.5,15720.85,15716.5,15720.2,0
2021-07-01 09:34:00+05:30,15719.05,15724.95,15719.05,15723.9,0
2021-07-01 09:35:00+05:30,15724,15729.75,15721.5,15726.65,0
2021-07-01 09:36:00+05:30,15726.3,15731,15725.2,15730.7,0
2021-07-01 09:37:00+05:30,15730.3,15735.65,15730.25,15734.9,0
2021-07-01 09:38:00+05:30,15735.9,15736.65,15727.65,15727.65,0
2021-07-01 09:39:00+05:30,15727.7,15729.15,15726.6,15727.3,0
2021-07-01 09:40:00+05:30,15727.05,15732.75,15726.05,15730.55,0
2021-07-01 09:41:00+05:30,15730,15735.05,15730,15731.75,0
2021-07-01 09:42:00+05:30,15732.4,15737.35,15732,15734.8,0
2021-07-01 09:43:00+05:30,15734.2,15740.2,15734.2,15738.5,0
2021-07-01 09:44:00+05:30,15738.65,15741.1,15736.4,15741.05,0
2021-07-01 09:45:00+05:30,15741.4,15742.65,15737.2,15738.85,0
2021-07-01 09:46:00+05:30,15738.8,15739.4,15736.15,15737.55,0
2021-07-01 09:47:00+05:30,15737.85,15739.05,15736.9,15737.65,0
2021-07-01 09:48:00+05:30,15738.45,15738.9,15735,15737.8,0
2021-07-01 09:49:00+05:30,15736.9,15742.75,15736.8,15742.65,0
2021-07-01 09:50:00+05:30,15742.95,15744.55,15741.15,15741.25,0
2021-07-01 09:51:00+05:30,15740.65,15740.65,15738.35,15739.55,0
2021-07-01 09:52:00+05:30,15739.1,15739.95,15736.85,15738.15,0
2021-07-01 09:53:00+05:30,15738.2,15739.45,15736.9,15738.8,0
2021-07-01 09:54:00+05:30,15739.15,15741.5,15734.75,15737.4,0
2021-07-01 09:55:00+05:30,15738.35,15740.1,15734.7,15735.25,0
2021-07-01 09:56:00+05:30,15736.05,15738.9,15733.15,15734.2,0
2021-07-01 09:57:00+05:30,15733.85,15735.8,15730.85,15733.95,0
2021-07-01 09:58:00+05:30,15734.2,15736.25,15732.05,15733.95,0
2021-07-01 09:59:00+05:30,15733.8,15735.9,15731.9,15732,0
2021-07-01 10:00:00+05:30,15731.6,15735.65,15729.45,15729.45,0
2021-07-01 10:01:00+05:30,15729.6,15731.25,15728.45,15729.25,0
2021-07-01 10:02:00+05:30,15729.25,15729.3,15722.05,15723.05,0
2021-07-01 10:03:00+05:30,15723.1,15723.35,15719.8,15722.15,0
2021-07-01 10:04:00+05:30,15722.35,15722.35,15716.35,15717,0
2021-07-01 10:05:00+05:30,15717.95,15718.5,15713.7,15715.45,0
2021-07-01 10:06:00+05:30,15715.25,15721.15,15715.25,15720.25,0
2021-07-01 10:07:00+05:30,15720.7,15725.85,15720.65,15725.1,0
2021-07-01 10:08:00+05:30,15725.3,15726.8,15722.95,15726.2,0
2021-07-01 10:09:00+05:30,15725.8,15726.5,15723.75,15725.1,0
2021-07-01 10:10:00+05:30,15724.7,15725.5,15723.4,15724.5,0
2021-07-01 10:11:00+05:30,15724.3,15724.8,15719.35,15720.65,0
2021-07-01 10:12:00+05:30,15721.25,15722.85,15718.15,15719.3,0
2021-07-01 10:13:00+05:30,15719.5,15719.5,15708.1,15715.2,0
2021-07-01 10:14:00+05:30,15716.5,15718.85,15715.35,15716.5,0
2021-07-01 10:15:00+05:30,15716.65,15716.65,15713.3,15714.25,0
2021-07-01 10:16:00+05:30,15713.45,15713.8,15706,15711.8,0
2021-07-01 10:17:00+05:30,15712.4,15715.85,15712.4,15714,0
2021-07-01 10:18:00+05:30,15714.35,15715,15711.6,15712.8,0
2021-07-01 10:19:00+05:30,15712.7,15713.55,15709.3,15709.85,0
2021-07-01 10:20:00+05:30,15709.7,15712.55,15709,15712.45,0
2021-07-01 10:21:00+05:30,15712.35,15716.1,15712.1,15715.5,0
2021-07-01 10:22:00+05:30,15715.8,15716.1,15713.1,15715.3,0
2021-07-01 10:23:00+05:30,15715.5,15718.2,15713.4,15718.05,0
2021-07-01 10:24:00+05:30,15718.15,15721.15,15713.9,15720.25,0
2021-07-01 10:25:00+05:30,15720.9,15723,15719.75,15722.4,0
2021-07-01 10:26:00+05:30,15722.3,15722.65,15717,15719.55,0
2021-07-01 10:27:00+05:30,15719.85,15725.2,15718.8,15718.95,0
2021-07-01 10:28:00+05:30,15720.35,15725,15717.05,15718,0
2021-07-01 10:29:00+05:30,15718.85,15720.25,15712.2,15713.35,0
2021-07-01 10:30:00+05:30,15713.15,15713.15,15704.8,15706.5,0
2021-07-01 10:31:00+05:30,15706.25,15708.8,15704.4,15705.75,0
2021-07-01 10:32:00+05:30,15705.95,15706.45,15703.55,15705.1,0
2021-07-01 10:33:00+05:30,15704.5,15706.95,15704.05,15705.75,0
2021-07-01 10:34:00+05:30,15706.35,15707.6,15705.4,15705.6,0
2021-07-01 10:35:00+05:30,15705.45,15705.7,15701.4,15702.25,0
2021-07-01 10:36:00+05:30,15702.25,15707.1,15701.65,15706.15,0
2021-07-01 10:37:00+05:30,15706.5,15706.5,15703.15,15705.6,0
2021-07-01 10:38:00+05:30,15705.3,15707.25,15703.05,15703.4,0
2021-07-01 10:39:00+05:30,15702.7,15703.4,15691.8,15694.8,0
2021-07-01 10:40:00+05:30,15694.95,15696.95,15692.5,15694.75,0
2021-07-01 10:41:00+05:30,15695.7,15696.65,15691.1,15693.5,0
2021-07-01 10:42:00+05:30,15693.8,15695.4,15692.3,15694.6,0
2021-07-01 10:43:00+05:30,15693.9,15699.1,15693.45,15698.1,0
2021-07-01 10:44:00+05:30,15699.15,15699.85,15696.7,15697.25,0
2021-07-01 10:45:00+05:30,15695.85,15697.6,15694.5,15695.5,0
2021-07-01 10:46:00+05:30,15696.1,15697.25,15693.7,15696.45,0
2021-07-01 10:47:00+05:30,15696.3,15697.2,15694.8,15694.8,0
2021-07-01 10:48:00+05:30,15694.55,15698.75,15693.9,15698.15,0
2021-07-01 10:49:00+05:30,15698.05,15698.9,15696.95,15697.95,0
2021-07-01 10:50:00+05:30,15696.9,15697.6,15692.15,15692.7,0
2021-07-01 10:51:00+05:30,15692.9,15694.1,15691.5,15691.6,0
2021-07-01 10:52:00+05:30,15691.4,15691.4,15688.15,15688.95,0
2021-07-01 10:53:00+05:30,15688.7,15689.65,15686.4,15686.65,0
2021-07-01 10:54:00+05:30,15686.35,15687.3,15685.55,15687.1,0
2021-07-01 10:55:00+05:30,15686.5,15690.1,15686.5,15689.4,0
2021-07-01 10:56:00+05:30,15688.85,15695,15688.5,15693.85,0
2021-07-01 10:57:00+05:30,15694.45,15696.65,15692.8,15696.65,0
2021-07-01 10:58:00+05:30,15695.95,15701.15,15695.95,15699.65,0
2021-07-01 10:59:00+05:30,15699.5,15699.8,15696.65,15697,0
2021-07-01 11:00:00+05:30,15698.25,15702.35,15697.45,15702.2,0
2021-07-01 11:01:00+05:30,15702.1,15706.6,15702.1,15705.8,0
2021-07-01 11:02:00+05:30,15705.55,15708.3,15705.1,15708.3,0
2021-07-01 11:03:00+05:30,15708,15711.4,15706.95,15710.05,0
2021-07-01 11:04:00+05:30,15710.6,15711,15709.1,15709.75,0
2021-07-01 11:05:00+05:30,15709.95,15712,15708.2,15709.45,0
2021-07-01 11:06:00+05:30,15708.5,15709.7,15707.7,15709.15,0
2021-07-01 11:07:00+05:30,15709.15,15710.15,15707.75,15708.65,0
2021-07-01 11:08:00+05:30,15707.85,15711.35,15707.85,15710.6,0
2021-07-01 11:09:00+05:30,15710.15,15710.85,15704,15704,0
2021-07-01 11:10:00+05:30,15703.95,15708.4,15703.55,15708.4,0
2021-07-01 11:11:00+05:30,15707.6,15709.1,15706,15706,0
2021-07-01 11:12:00+05:30,15706.05,15709,15705.35,15708.05,0
2021-07-01 11:13:00+05:30,15708.1,15708.8,15705.65,15708.8,0
2021-07-01 11:14:00+05:30,15708,15710.5,15706.45,15709.65,0
2021-07-01 11:15:00+05:30,15709.1,15709.4,15703.65,15706.3,0
2021-07-01 11:16:00+05:30,15705.85,15709.4,15705.85,15708.3,0
2021-07-01 11:17:00+05:30,15707.9,15713.25,15707.35,15711.9,0
2021-07-01 11:18:00+05:30,15712.05,15712.45,15709,15712.25,0
2021-07-01 11:19:00+05:30,15712.4,15712.75,15707.35,15707.95,0
2021-07-01 11:20:00+05:30,15707.95,15709.25,15707.05,15708,0
2021-07-01 11:21:00+05:30,15707.5,15708.1,15703.25,15703.25,0
2021-07-01 11:22:00+05:30,15704.05,15704.25,15702.05,15702.6,0
2021-07-01 11:23:00+05:30,15703.8,15704.65,15700.2,15701.15,0
2021-07-01 11:24:00+05:30,15701.35,15704,15701.05,15702.25,0
2021-07-01 11:25:00+05:30,15701.85,15704.7,15701.15,15703.6,0
2021-07-01 11:26:00+05:30,15704.7,15707.05,15703.85,15706.6,0
2021-07-01 11:27:00+05:30,15707.85,15708.35,15705.85,15705.85,0
2021-07-01 11:28:00+05:30,15706.55,15706.55,15701.9,15703.5,0
2021-07-01 11:29:00+05:30,15703.4,15703.85,15700.35,15700.85,0
2021-07-01 11:30:00+05:30,15701.75,15705.15,15700.7,15700.7,0
2021-07-01 11:31:00+05:30,15700.2,15700.9,15695.55,15695.7,0
2021-07-01 11:32:00+05:30,15695.2,15697.2,15694.45,15697.15,0
2021-07-01 11:33:00+05:30,15696.85,15697.25,15693.5,15694.25,0
2021-07-01 11:34:00+05:30,15693.15,15695.65,15692.9,15693.5,0
2021-07-01 11:35:00+05:30,15693.15,15697.1,15692.8,15696.5,0
2021-07-01 11:36:00+05:30,15696.95,15697.95,15696.25,15697,0
2021-07-01 11:37:00+05:30,15697.6,15697.6,15694.45,15696.5,0
2021-07-01 11:38:00+05:30,15696.3,15696.85,15694.3,15695.85,0
2021-07-01 11:39:00+05:30,15695.8,15696,15690.1,15690.1,0
2021-07-01 11:40:00+05:30,15691.3,15692.75,15690.3,15690.3,0
2021-07-01 11:41:00+05:30,15690.35,15693.45,15690,15692.65,0
2021-07-01 11:42:00+05:30,15692.55,15697.85,15692.5,15697.85,0
2021-07-01 11:43:00+05:30,15698.25,15701.95,15698.25,15700.5,0
2021-07-01 11:44:00+05:30,15700.15,15702.25,15699.9,15701.35,0
2021-07-01 11:45:00+05:30,15701,15701.45,15698,15698,0
2021-07-01 11:46:00+05:30,15698.25,15702.6,15696.95,15699.25,0
2021-07-01 11:47:00+05:30,15699,15700.7,15697.65,15698.7,0
2021-07-01 11:48:00+05:30,15698.25,15699.15,15697.4,15698.5,0
2021-07-01 11:49:00+05:30,15698.2,15700.15,15697.55,15699.85,0
2021-07-01 11:50:00+05:30,15699.8,15702,15699,15702,0
2021-07-01 11:51:00+05:30,15701.25,15704,15701.25,15703.2,0
2021-07-01 11:52:00+05:30,15702.6,15705.45,15702.4,15705.25,0
2021-07-01 11:53:00+05:30,15705.1,15705.8,15703.1,15703.1,0
2021-07-01 11:54:00+05:30,15703.5,15705.9,15703.25,15704.45,0
2021-07-01 11:55:00+05:30,15705.5,15705.5,15700.4,15700.45,0
2021-07-01 11:56:00+05:30,15701.05,15705.45,15699.9,15705.05,0
2021-07-01 11:57:00+05:30,15705.3,15705.65,15703.1,15703.1,0
2021-07-01 11:58:00+05:30,15704.3,15705.6,15704,15704.3,0
2021-07-01 11:59:00+05:30,15703.75,15704.2,15701.7,15701.75,0
2021-07-01 12:00:00+05:30,15702.4,15704.7,15701.95,15702.65,0
2021-07-01 12:01:00+05:30,15702.55,15707.85,15701.95,15706.4,0
2021-07-01 12:02:00+05:30,15706.2,15708.2,15705.65,15706,0
2021-07-01 12:03:00+05:30,15706.3,15708.35,15705.55,15707,0
2021-07-01 12:04:00+05:30,15707.15,15707.2,15699.4,15699.7,0
2021-07-01 12:05:00+05:30,15699.8,15703.6,15699.8,15703.6,0
2021-07-01 12:06:00+05:30,15703.75,15707.2,15702.55,15706.35,0
2021-07-01 12:07:00+05:30,15705.7,15706.1,15703.45,15703.75,0
2021-07-01 12:08:00+05:30,15704.2,15704.75,15702.2,15703.2,0
2021-07-01 12:09:00+05:30,15703.2,15704.8,15698.2,15698.2,0
2021-07-01 12:10:00+05:30,15698.5,15701.25,15697.6,15700.45,0
2021-07-01 12:11:00+05:30,15700.95,15701.4,15695.75,15695.75,0
2021-07-01 12:12:00+05:30,15696.2,15701.2,15695.65,15699.1,0
2021-07-01 12:13:00+05:30,15699.15,15701.45,15698.55,15699.4,0
2021-07-01 12:14:00+05:30,15699.3,15699.4,15697.65,15698.2,0
2021-07-01 12:15:00+05:30,15698.75,15700.65,15698.35,15699.35,0
2021-07-01 12:16:00+05:30,15699.65,15700.6,15698.7,15700.05,0
2021-07-01 12:17:00+05:30,15699.9,15702.25,15699.2,15701.5,0
